StartDate	EndDate	Network/Property	GeoID	Geo	Query	Most-specific category ID	Most-specific category	Most-specific Brand	KG labels	Impressions	Clicks	Page CTR	Cost USD	CPC USD	RPMad	Queries	Matched Queries	Coverage	IPQ	Depth	qCTR	RPMq	RPMmq
2016-03-28	2016-03-28	Google search (excluding search partners)	20632	Japan / Tochigi (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	4	0	0.00	0.00	0.0000	0.0000	24	4	16.67	0.17	1.00	0.00	0.0000	0.0000
2016-03-28	2016-03-28	Google search (excluding search partners)	20633	Japan / Gunma (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	26	3	15.00	0.14	0.0471	5.4306	122	20	16.39	0.21	1.30	2.46	1.1573	7.0598
2016-03-28	2016-03-28	Google search (excluding search partners)	20633	Japan / Gunma (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	7	0	0.00	0.00	0.0000	0.0000	26	7	26.92	0.27	1.00	0.00	0.0000	0.0000
2016-03-28	2016-03-28	Google search (excluding search partners)	20634	Japan / Saitama (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	80	5	8.62	1.13	0.2257	14.1036	387	58	14.99	0.21	1.38	1.29	2.9155	19.4532
2016-03-28	2016-03-28	Google search (excluding search partners)	20634	Japan / Saitama (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	11	0	0.00	0.00	0.0000	0.0000	88	9	10.23	0.13	1.22	0.00	0.0000	0.0000
2016-03-28	2016-03-28	Google search (excluding search partners)	20635	Japan / Chiba (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	86	5	8.77	1.71	0.3420	19.8854	345	57	16.52	0.25	1.51	1.45	4.9569	30.0025
2016-03-28	2016-03-28	Google search (excluding search partners)	20635	Japan / Chiba (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	22	0	0.00	0.00	0.0000	0.0000	58	12	20.69	0.38	1.83	0.00	0.0000	0.0000
2016-03-28	2016-03-28	Google search (excluding search partners)	20636	Japan / Tokyo (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	308	8	3.25	0.71	0.0881	2.2893	1840	246	13.37	0.17	1.25	0.43	0.3832	2.8663
2016-03-28	2016-03-28	Google search (excluding search partners)	20636	Japan / Tokyo (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	39	1	3.23	0.03	0.0335	0.8592	369	31	8.40	0.11	1.26	0.27	0.0908	1.0809
2016-03-28	2016-03-28	Google search (excluding search partners)	20637	Japan / Kanagawa (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	126	4	4.30	1.17	0.2934	9.3132	772	93	12.05	0.16	1.35	0.52	1.5200	12.6179
2016-03-28	2016-03-28	Google search (excluding search partners)	20637	Japan / Kanagawa (Prefecture)	suzuki	10182	/Vehicles/Motor Vehicles/Motorcycles	Brand	"/m/040fvmd,/m/02ws0w"	21	0	0.00	0.00	0.0000	0.0000	140	14	10.00	0.15	1.50	0.00	0.0000	0.0000
2016-03-29	2016-03-29	Google search (excluding search partners)	20631	Japan / Ibaraki (Prefecture)	スズキ	10960	/Vehicles/Motor Vehicles/Cars & Trucks/Vans & Minivans	Brand	"/m/02ws0w,/m/05q4nhj"	21	2	13.33	0.15	0.0753	7.1749	133	15	11.28	0.16	1.40	1.50	1.1329	10.0448
