date,week,time,duration,product,person,FC,FT,F1,F2,F3-,F3p,MC,MT,M1,M2,M3-,M3p,family,network,program,Genre
2017/3/17,金,24,15,フィット,1.7,0.3,1,0.4,1.9,2.4,1.9,0,0.5,1,2,2.7,4.2,3.5,TX,ワールドビジネスサテライト,News
2017/3/17,金,24,15,ヴェゼル ハイブリッド,1.7,0.3,1,0.4,1.9,2.4,1.9,0,0.5,1,2,2.7,4.2,3.5,TX,ワールドビジネスサテライト,News
2017/3/17,金,22,15,N WGN,4.4,1,2.4,3.1,5.4,4.7,6.1,1.8,1,2.8,4.3,7.3,7.5,7.9,EX,報道ステーション,News
2017/3/17,金,22,15,フィット,4.4,1,2.4,3.1,5.3,4.9,6.1,1.8,1,2.8,4.4,7.2,7.1,7.8,EX,報道ステーション,News
2017/3/17,金,20,15,N WGN,4.9,3,2.9,5.7,5,7.4,8.1,6.5,4.8,2.8,3.5,5.1,4.5,7.7,NTV,究極の○×クイズＳＨＯＷ！！超問！真実か？ウソか？,Variety
2017/3/17,金,20,15,フィット,5.1,3,2.9,5.7,5.4,7.8,8.1,6.5,4.8,2.8,3.7,5.1,4.9,8,NTV,究極の○×クイズＳＨＯＷ！！超問！真実か？ウソか？,Variety
2017/3/17,金,17,15,耕うん機 シリーズ,1.7,0.7,0.5,0.4,3,2.4,3.5,0.4,0.5,0.6,1,2,4.2,3.5,EX,スーパーＪチャンネル,News
2017/3/17,金,6,15,フィット,3.5,2,3.4,3.7,5.9,4.9,2.3,2.2,0.5,1.8,4,3.9,1.3,6.7,NTV,ＺＩＰ！,News
2017/3/17,金,6,15,フリード,3.5,2,3.4,3.5,5.8,5.1,2.3,1.8,0,1.8,4,3.9,1.3,6.7,NTV,ＺＩＰ！,News
2017/3/17,金,5,15,耕うん機 シリーズ,0.8,0.3,0.5,0,1,0.9,1.3,0,0.5,0.2,1.2,2,0.3,1.6,TBS,あさチャン！,News
2017/3/16,木,23,15,フィット,2,1.7,1.5,1.4,2,2.2,4.2,0,0.5,0.6,2.4,3.1,3.2,3.4,TBS,ＮＥＷＳ２３,News
2017/3/16,木,23,15,ヴェゼル ハイブリッド,2,1.7,1.5,1.4,2,2.2,4.2,0,0.5,0.6,2.4,2.9,3.2,3.4,TBS,ＮＥＷＳ２３,News
2017/3/16,木,23,15,フィット,1.7,0.3,1,0.6,1.9,2,2.3,0.4,0,1.2,2,1.9,4.9,3.1,TX,ワールドビジネスサテライト,News
2017/3/16,木,23,15,ヴェゼル ハイブリッド,1.7,0.3,1,0.6,1.9,2,2.3,0.4,0,1.2,2,1.9,5.2,3.2,TX,ワールドビジネスサテライト,News
